File	Lemma	Sense_Id	ExampLineNo	Annotator1	WNOffset1	POS1	Annotator2	WNOffset2	POS2	FinalWNOffset
0907-duo.xml	夺	1	8	5	02215637	v	9	02215637	v	02215637
0907-duo.xml	夺	2	21	4	02277394	v	10	01216178	v	01216178
0918-fa.xml	发	1	8	11	02018017	v	4	02018017	v	02018017
0918-fa.xml	发	10	131	10	02141597	v	4	00065410	v	00065410
0918-fa.xml	发	11	144	13	05262259	n	4	05262259	n	05262259
0918-fa.xml	发	13	170	5	02566500	v	9	00867051	v	02566500
0918-fa.xml	发	14	183	4	00980581	v	10	00980581	v	00980581
0918-fa.xml	发	2	21	10	00985856	v	4	01136251	v	01136251
0918-fa.xml	发	2	22	8	01079961	v	9	01079961	v	01079961
0918-fa.xml	发	3	35	5	00969657	v	13	00969657	v	00969657
0918-fa.xml	发	3	36	4	00969657	v	11	00969657	v	00969657
0918-fa.xml	发	4	49	8	00946580	v	13	02266695	v	02266695
0918-fa.xml	发	4	50	8	02204104	v	10	02301687	v	02204104
0918-fa.xml	发	5	63	7	02294200	v	13	00149403	v	02294200
0918-fa.xml	发	6	76	4	00340744	v	13	00340744	v	00340744
0918-fa.xml	发	6	77	8	00340744	v	10	00345297	v	00345297
0918-fa.xml	发	7	90	7	00105087	v	13	02773266	v	00105087
0918-fa.xml	发	7	91	4	02165374	v	11	02165960	v	02165960
0918-fa.xml	发	8	104	10	00231983	v	5	00357986	v	00357986
0918-fa.xml	发	9	117	5	00340744	v	10	00966943	v	00966943
0918-fa.xml	发	9	118	11	00945869	v	4	00945869	v	00945869
0921-fa-chu.xml	发出	1	8	8	01065071	v	10	01065071	v	01065071
0921-fa-chu.xml	发出	1	9	11	00969657	v	4	01065071	v	01065071
0921-fa-chu.xml	发出	2	22	10	01631234	v	4	00049277	adv	01631234
0921-fa-chu.xml	发出	3	35	7	01852660	v	10	01852660	v	01852660
0924-fa-dong.xml	发动	1	8	10	02431950	v	8	01651668	v	02431950
0924-fa-dong.xml	发动	2	21	8	01861703	v	9	01517828	v	01517828
0924-fa-dong.xml	发动	3	34	4	00120604	v	9	00271014	v	00271014
0930-fa-hui.xml	发挥	1	8	8	02375741	v	10	02375741	v	02375741
0930-fa-hui.xml	发挥	1	9	9	01528454	v	5	01168409	v	01528454
0930-fa-hui.xml	发挥	1	10	13	01168409	v	7	02375741	v	02375741
0930-fa-hui.xml	发挥	2	23	10	02375741	v	5	02375741	v	02375741
0930-fa-hui.xml	发挥	2	24	11	01168409	v	4	01648288	v	01648288
0934-fa-qi.xml	发起	1	8	10	01631641	v	5	02431950	v	02431950
0934-fa-qi.xml	发起	1	9	7	01631641	v	13	01631641	v	01631641
0937-fa-sheng.xml	发生	1	8	10	00340744	v	8	00340744	v	00340744
0937-fa-sheng.xml	发生	1	9	5	00358321	v	11	00340744	v	00358321
0937-fa-sheng.xml	发生	2	22	11	00340744	v	4	00340744	v	00340744
0941-fa-xian.xml	发现	1	7	11	01641524	v	4	01641524	v	01641524
0941-fa-xian.xml	发现	2	19	11	00717144	v	5	00717144	v	00717144
0941-fa-xian.xml	发现	3	31	4	02553283	v	11	09302364	n	09302364
0948-fa-zhan.xml	发展	1	7	8	00252905	v	9	01742655	v	00252905
0948-fa-zhan.xml	发展	1	8	8	00252905	v	13	00411945	v	00252905
0948-fa-zhan.xml	发展	1	9	4	00252905	v	10	00252905	v	00252905
0948-fa-zhan.xml	发展	2	21	7	02241406	v	9	02245101	v	02241406
0948-fa-zhan.xml	发展	3	32	9	01742655	v	8	00252905	v	00252905
0948-fa-zhan.xml	发展	4	43	8	13486023	n	9	01742655	v	01742655
0948-fa-zhan.xml	发展	5	54	13	00546637	v	4	00249545	v	00546637
0948-fa-zhan.xml	发展	6	65	10	00094214	v	7	02629987	v	02629987
0952-fa.xml	伐	1	8	9	01555301	v	7	01260866	v	01260866
0953-fa.xml	乏	1	8	13	02638434	v	4	02638434	v	02638434
0956-fan.xml	翻	1	8	10	00247103	v	8	00247103	v	00247103
0956-fan.xml	翻	1	9	11	00247103	v	8	00247103	v	00247103
0956-fan.xml	翻	4	48	11	00247103	v	7	00248276	n	00248276
0970-fan.xml	反	1	8	13	00777876	v	4	00777876	v	00777876
0970-fan.xml	反	2	22	4	00249448	adv	9	00074673	adv	00074673
0970-fan.xml	反	2	23	10	00138328	v	7	02075317	adj	00138328
0970-fan.xml	反	3	36	8	00445539	adv	13	00075230	adv	00075230
0970-fan.xml	反	4	49	10	00005103	adv	4	00171723	adv	00171723
0970-fan.xml	反	5	62	10	02589224	v	4	02589224	v	02589224
0970-fan.xml	反	6	75	4	00076232	adv	13	02477205	adj	00076232
0970-fan.xml	反	7	88	8	00654954	v	13	00654954	v	00654954
0980-fan-ying.xml	反应	1	8	9	02141357	v	5	02141357	v	02141357
0980-fan-ying.xml	反应	1	9	9	02141357	v	8	02141357	v	02141357
0980-fan-ying.xml	反应	1	10	13	02141357	v	5	02141357	v	02141357
0980-fan-ying.xml	反应	2	23	8	00967574	v	10	00967574	v	00967574
0980-fan-ying.xml	反应	2	24	5	00719282	v	13	00719282	v	00719282
0980-fan-ying.xml	反应	3	37	11	13468534	n	5	13468534	n	13468534
0980-fan-ying.xml	反应	4	50	13	11437243	n	5	11437243	n	11437243
0981-fan-ying.xml	反映	1	8	7	00945869	v	11	00967067	v	00967067
0981-fan-ying.xml	反映	1	9	13	00967067	v	7	00967422	v	00967422
0981-fan-ying.xml	反映	2	22	4	00989103	v	13	02141357	v	00989103
0981-fan-ying.xml	反映	3	35	13	06758700	n	5	11437243	n	11437243
0988-fan.xml	犯	1	8	5	02588700	v	13	02588700	v	02588700
0988-fan.xml	犯	1	9	4	02588700	v	13	02588700	v	02588700
0988-fan.xml	犯	2	22	4	01128786	v	10	01568253	v	01128786
0988-fan.xml	犯	3	35	7	02572443	v	11	02572443	v	02572443
0992-fang-bian.xml	方便	1	8	5	00519475	v	11	00519475	v	00519475
0992-fang-bian.xml	方便	1	9	5	00607261	adj	13	00607261	adj	00607261
10034-xiao.xml	销	1	8	9	02247246	v	4	02733758	v	02733758
1007-fang.xml	放	1	8	8	01496967	v	13	01496967	v	01496967
1007-fang.xml	放	1	9	8	01496967	v	13	01496967	v	01496967
1007-fang.xml	放	2	22	11	02426474	v	4	02426474	v	02426474
1007-fang.xml	放	2	23	13	02426474	v	8	02426474	v	02426474
1007-fang.xml	放	3	36	10	02426474	v	8	02008336	adj	02426474
1007-fang.xml	放	4	49	5	01632091	v	10	00299677	v	01632091
1007-fang.xml	放	5	62	10	01721028	v	8	01720741	v	01721028
1007-fang.xml	放	6	75	11	02240906	v	4	02205920	v	02205920
10116-zhu.xml	主	1	8	4	02653015	v	13	02445887	v	02445887
10116-zhu.xml	主	2	21	13	01858102	adj	4	01475771	adj	01858102
1026-fei.xml	飞	1	8	8	01381221	v	9	02070438	v	02070438
1026-fei.xml	飞	1	9	4	01944262	v	10	01944262	v	01944262
10289-xian.xml	先	1	8	10	00103286	adv	8	00509461	adv	00509461
10344-han.xml	旱	1	8	5	00219829	v	11	02562150	adj	02562150
1035-fen.xml	分	1	9	5	02473085	v	10	00652006	v	00652006
1035-fen.xml	分	1	10	9	00652006	v	7	02473085	v	00652006
1035-fen.xml	分	2	23	13	02035003	v	7	00788558	adj	02035003
1035-fen.xml	分	3	36	7	02473085	v	10	02300169	v	02300169
1035-fen.xml	分	3	37	9	02299397	v	4	02206426	v	02206426
1035-fen.xml	分	3	38	8	02473085	v	13	02116958	adj	02116958
1035-fen.xml	分	4	51	11	13839738	n	4	13760467	n	13760467
1035-fen.xml	分	5	64	8	05745098	n	11	05745098	n	05745098
1035-fen.xml	分	6	77	4	13686626	n	9	13411799	n	13686626
1035-fen.xml	分	7	90	7	15259561	n	10	15259561	n	15259561
10387-suan.xml	酸	1	8	11	14631699	n	4	14631699	n	14631699
10387-suan.xml	酸	2	21	11	02407738	adj	5	02407738	adj	02407738
10407-tan.xml	弹	1	8	11	01730049	v	5	01728928	v	01730049
10407-tan.xml	弹	2	21	9	02919696	n	5	02869918	n	02869918
10431-yin.xml	印	1	8	10	01749530	v	8	01749530	v	01749530
10431-yin.xml	印	2	21	8	04166119	n	11	04166119	n	04166119
10431-yin.xml	印	4	47	9	08920762	n	4	08920762	n	08920762
10443-liang.xml	量	2	21	13	05128718	n	7	05128718	n	05128718
10531-bing.xml	秉	1	8	7	02644929	v	9	02081903	v	02644929
10583-jia.xml	架	1	8	8	01665137	v	9	02431950	v	01665137
1067-feng.xml	丰	1	8	10	02340596	adj	4	01876839	adj	01876839
10711-jiu.xml	就	1	8	5	00638550	v	9	00638550	v	00638550
10711-jiu.xml	就	10	153	5	00247755	adv	13	00247755	adv	00247755
10711-jiu.xml	就	13	187	4	02531751	v	13	02531751	v	02531751
10711-jiu.xml	就	14	198	4	02386868	v	10	02384670	v	02386868
10711-jiu.xml	就	2	23	7	00247755	adv	13	00247755	adv	00247755
10711-jiu.xml	就	2	26	13	00005103	adv	4	00005103	adv	00005103
10711-jiu.xml	就	2	28	4	00043413	adv	13	00295773	adv	00043413
10711-jiu.xml	就	2	33	13	00061741	adv	5	00105849	adv	00105849
10711-jiu.xml	就	3	47	4	00005103	adv	9	00005103	adv	00005103
10711-jiu.xml	就	4	62	8	00301750	adv	13	00061741	adv	00061741
10711-jiu.xml	就	5	75	7	00247755	adv	13	00247755	adv	00247755
10711-jiu.xml	就	5	77	13	00247755	adv	7	00032194	adv	00032194
10711-jiu.xml	就	6	93	11	00151409	adv	7	00247755	adv	00247755
10711-jiu.xml	就	7	109	4	00159432	adv	13	00513282	adv	00159432
10829-xian.xml	陷	1	8	8	00544096	v	13	02501834	v	02501834
10890-tao.xml	掏	1	8	10	01355093	v	4	01999243	v	01999243
10947-liao.xml	聊	1	8	7	01040538	v	9	01040538	v	01040538
1097-fu.xml	符	1	8	11	02669057	v	8	02663315	v	02663315
10974-yi.xml	已	1	8	5	07380449	n	11	02686624	v	02686624
10981-guo.xml	裹	1	8	11	01285811	v	8	01285811	v	01285811
11050-dou.xml	逗	1	8	10	00861422	v	7	00861422	v	00861422
11107-kong.xml	空	1	8	4	00301267	n	9	09459612	n	00301267
11107-kong.xml	空	2	21	10	01501421	adj	8	00422870	v	00422870
11107-kong.xml	空	3	34	5	00027761	adv	11	01090234	adj	01090234
11118-yi.xml	抑	1	8	11	01768652	v	5	00463047	v	01768652
11136-shai.xml	筛	1	8	11	01462658	v	4	01462658	v	01462658
11143-gu.xml	故	1	8	11	00096726	adj	4	00359085	v	00096726
11143-gu.xml	故	2	21	8	00043413	adv	9	00043413	adv	00043413
11143-gu.xml	故	3	34	7	07235754	n	13	06526084	n	06526084
11143-gu.xml	故	4	47	10	00062868	adv	8	00062868	adv	00062868
11143-gu.xml	故	5	60	7	06753097	n	10	06752739	n	06752739
11249-lyu.xml	旅	1	8	10	02654741	v	4	02715296	v	02654741
11249-lyu.xml	旅	2	21	5	00307252	n	10	00309196	n	00309196
11252-suo.xml	索	1	8	5	00754499	v	10	00754770	v	00754499
1127-fu.xml	负	1	8	10	01241618	v	4	02386868	v	02386868
1127-fu.xml	负	2	21	9	01802947	v	5	02527985	v	01802947
1127-fu.xml	负	3	34	11	01825842	adj	8	01825842	adj	01825842
1127-fu.xml	负	4	47	9	02292634	v	5	01102003	v	01102003
11282-yi.xml	意	1	8	11	07526162	n	8	00721658	v	00721658
11282-yi.xml	意	2	21	8	06613680	n	10	05928460	n	06613680
11282-yi.xml	意	3	34	10	05991037	n	5	07560035	n	07560035
11282-yi.xml	意	3	35	5	05690773	n	11	05991037	n	05991037
11282-yi.xml	意	4	48	8	00164054	n	13	05991800	n	00164054
11282-yi.xml	意	5	61	13	08819530	n	4	08819530	n	08819530
11303-luo.xml	漏	1	8	7	00938201	v	10	00939053	v	00939053
11318-xi.xml	希	1	8	5	01830665	v	11	00707813	v	00707813
11318-xi.xml	希	3	34	7	08798733	n	13	09729560	n	09729560
11319-tie.xml	铁	1	8	8	00699355	v	11	00699355	v	00699355
11319-tie.xml	铁	1	9	9	02046298	adj	5	02046298	adj	02046298
11319-tie.xml	铁	2	22	5	14666595	n	10	14666595	n	14666595
11389-tong.xml	统	1	8	8	00368338	v	9	14441799	n	00368338
11419-zhen.xml	震	1	8	4	01892777	v	10	01892777	v	01892777
11466-yi-ban-yi-yan.xml	一板一眼	1	9	8	00310936	adj	11	00180072	adv	00180072
1160-gan.xml	赶	1	8	13	02618797	v	8	02022224	v	02618797
1160-gan.xml	赶	1	9	10	02062918	v	5	02698528	v	02698528
1160-gan.xml	赶	2	22	5	01108050	v	13	01108050	v	01108050
1160-gan.xml	赶	2	23	11	00600148	v	5	01108050	v	01108050
1160-gan.xml	赶	2	24	9	02022224	v	5	01748331	v	02022224
1160-gan.xml	赶	3	37	7	01508789	v	10	01649842	v	01508789
1160-gan.xml	赶	4	50	8	00460251	v	13	00460251	v	00460251
1172-gan-xie.xml	感谢	1	8	5	00893836	v	13	01809949	v	01809949
1172-gan-xie.xml	感谢	1	9	9	00893836	v	5	00893836	v	00893836
1172-gan-xie.xml	感谢	2	22	10	07519768	n	4	07519582	n	07519582
1173-gan.xml	敢	1	8	13	02550742	v	4	02550742	v	02550742
1173-gan.xml	敢	2	21	7	02550742	v	10	02550742	v	02550742
1175-gao.xml	高	1	8	13	02393670	adj	4	02393670	adj	02393670
1175-gao.xml	高	2	21	11	01211243	adj	7	01211243	adj	01211243
1175-gao.xml	高	2	22	4	01213526	adj	13	01213526	adj	01213526
1175-gao.xml	高	2	23	7	02328781	adj	13	01213526	adj	01213526
1196-gao.xml	搞	1	8	9	02450374	v	8	01630984	v	02450374
1196-gao.xml	搞	2	21	5	02566500	v	9	00636568	v	00636568
1196-gao.xml	搞	3	34	9	00523831	v	7	02215637	v	02215637
1196-gao.xml	搞	4	47	11	00120124	v	5	01649143	v	01649143
1196-gao.xml	搞	5	60	7	02376078	v	11	02376078	v	02376078
1202-gao.xml	告	1	8	4	00845147	v	11	00844668	v	00845147
1202-gao.xml	告	2	21	9	00758383	v	8	02137900	v	00758383
1202-gao.xml	告	3	34	8	00833312	v	13	01011267	v	00833312
12088-zhao-hu.xml	招呼	1	8	7	06642524	n	9	00898754	v	06642524
12088-zhao-hu.xml	招呼	2	21	9	06642524	n	8	06642524	n	06642524
12099-jiao-dai.xml	交代	1	9	4	06751030	n	10	06751030	n	06751030
1218-gen-ben.xml	根本	1	8	5	01279260	adj	13	05801562	n	01279260
1218-gen-ben.xml	根本	2	21	8	00008423	adv	13	00008423	adv	00008423
1220-gen.xml	跟	1	8	8	02002464	v	13	02004900	v	02002464
1220-gen.xml	跟	2	22	8	02494483	v	9	02002464	v	02494483
1231-gong.xml	攻	1	8	9	00974725	n	8	01120867	v	01120867
1250-gong.xml	拱	1	8	9	13908826	n	7	02737222	n	02737222
1251-gong.xml	共	1	8	11	02724184	v	4	02724184	v	02724184
1251-gong.xml	共	1	9	13	02075880	adj	4	00117417	adv	02075880
1251-gong.xml	共	2	22	7	04360881	n	13	00064168	adv	00064168
1251-gong.xml	共	3	35	4	00117495	adv	11	00117495	adv	00117495
1251-gong.xml	共	4	48	4	08275444	n	9	02886180	adj	08275444
1281-gu.xml	鼓	1	8	5	00257255	v	13	00264568	v	00264568
1283-gu-li.xml	鼓励	1	8	7	01822202	v	10	00773386	v	00773386
1283-gu-li.xml	鼓励	1	9	11	01822202	v	4	02560630	v	02560630
1283-gu-li.xml	鼓励	1	10	13	02560630	v	4	02560630	v	02560630
1283-gu-li.xml	鼓励	2	23	5	01822202	v	10	01822202	v	01822202
1283-gu-li.xml	鼓励	3	36	9	06704187	n	8	01213509	n	01213509
1283-gu-li.xml	鼓励	3	37	10	06704187	n	4	06704187	n	06704187
1283-gu-li.xml	鼓励	3	38	11	06704187	n	4	06704187	n	06704187
1285-gu.xml	顾	1	8	7	00952463	v	9	02681865	v	00952463
1298-guan.xml	关	1	8	10	02454205	v	7	02454205	v	02454205
1303-guan-men.xml	关门	1	8	11	01347791	v	7	01347791	v	01347791
1306-guan-xi.xml	关系	1	8	9	00715072	v	5	02681865	v	00715072
1306-guan-xi.xml	关系	2	21	10	13951701	n	7	13951701	n	13951701
1306-guan-xi.xml	关系	3	34	8	05176769	n	13	05679169	n	05679169
1306-guan-xi.xml	关系	4	47	5	13813601	n	11	00032220	n	13813601
1315-guan.xml	管	1	8	9	02441196	v	7	02441196	v	02441196
1315-guan.xml	管	1	9	10	02441196	v	7	02447914	v	02447914
1315-guan.xml	管	2	22	4	03950948	n	9	04500800	n	03950948
1315-guan.xml	管	3	35	8	02559394	v	11	02441196	v	02559394
1315-guan.xml	管	4	48	10	01826886	v	4	02137650	v	01826886
1315-guan.xml	管	5	61	8	04500800	n	9	04500800	n	04500800
1315-guan.xml	管	6	74	8	03951891	n	11	03859585	n	03951891
1346-guo.xml	过	2	23	4	00480952	adv	11	02054081	v	00480952
1346-guo.xml	过	2	24	11	02055618	v	7	00274382	adv	02055618
1346-guo.xml	过	3	37	4	00481035	adv	11	02530710	v	00481035
1346-guo.xml	过	3	38	9	02054081	v	7	02529619	v	02529619
1346-guo.xml	过	4	51	13	02076777	v	8	02076777	v	02076777
1346-guo.xml	过	4	52	4	02690607	v	9	00137425	adj	02690607
1346-guo.xml	过	6	80	11	02593624	v	5	02620422	v	02620422
1346-guo.xml	过	6	81	11	02715151	v	5	02620422	v	02620422
1346-guo.xml	过	7	95	9	00047930	adv	5	00047930	adv	00047930
1346-guo.xml	过	8	108	9	00228167	adv	8	01108050	v	00228167
1346-guo.xml	过	9	121	5	02675266	v	13	02675266	v	02675266
1346-guo.xml	过	9	122	11	02674870	v	4	01108050	v	02674870
1367-hao.xml	好	1	8	9	02215637	v	5	01126910	adj	01126910
1367-hao.xml	好	1	9	7	00454916	adj	11	00454916	adj	00454916
1367-hao.xml	好	1	10	13	00011555	adv	8	00011555	adv	00011555
1367-hao.xml	好	1	11	4	00011555	adv	9	00011555	adv	00011555
1367-hao.xml	好	10	131	11	01126910	adj	8	01126910	adj	01126910
1367-hao.xml	好	11	144	8	00053542	adv	9	02088253	adj	02088253
1367-hao.xml	好	12	157	7	00752852	adj	9	00148912	adv	00148912
1367-hao.xml	好	13	171	9	02088253	adj	4	02088253	adj	02088253
1367-hao.xml	好	14	184	13	05167108	n	5	05163204	n	05167108
1367-hao.xml	好	15	197	5	02652462	v	10	02596626	adj	02652462
1367-hao.xml	好	16	210	8	00053542	adv	9	01829179	v	00053542
1367-hao.xml	好	17	223	5	00135772	adj	10	00136526	adj	00136526
1367-hao.xml	好	2	24	10	01781131	v	5	01832678	v	01781131
1367-hao.xml	好	3	38	8	01828678	v	10	01781131	v	01828678
1367-hao.xml	好	4	51	11	00019243	adv	8	00019243	adv	00019243
1367-hao.xml	好	4	52	7	00106819	adj	13	01126910	adj	00106819
1367-hao.xml	好	5	65	8	02551348	adj	11	01591160	adj	02551348
1367-hao.xml	好	6	78	4	00092442	v	11	00092442	v	00092442
1367-hao.xml	好	7	91	10	00147630	adv	5	00032295	adv	00147630
1367-hao.xml	好	8	105	5	00523272	adj	13	00011555	adv	00523272
1367-hao.xml	好	9	118	5	02088253	adj	10	02088253	adj	02088253
1384-he-ping.xml	和平	1	8	7	01745141	adj	13	01745141	adj	01745141
1387-he.xml	合	1	8	10	00051593	adj	5	02651091	v	00051593
1387-he.xml	合	2	21	9	02531751	v	4	01185870	v	01185870
1387-he.xml	合	2	22	11	01950023	adj	8	01950023	adj	01950023
1406-hei.xml	黑	1	8	10	04967454	n	8	00393873	adj	04967454
1406-hei.xml	黑	2	21	5	00393873	adj	9	00393873	adj	00393873
1406-hei.xml	黑	3	34	11	00243558	adj	4	00244035	adj	00243558
1406-hei.xml	黑	4	47	4	06499097	n	9	01135435	adj	06499097
1406-hei.xml	黑	5	60	4	01135435	adj	11	01135435	adj	01135435
1417-hong.xml	红	1	8	8	00382159	adj	10	00382159	adj	00382159
1417-hong.xml	红	2	21	8	00382159	adj	9	00382159	adj	00382159
1417-hong.xml	红	3	34	7	01821123	adj	13	01821123	adj	01821123
1426-hu-yu.xml	呼吁	1	8	5	00754770	v	10	00757492	v	00757492
1426-hu-yu.xml	呼吁	1	9	10	00757492	v	7	00757492	v	00757492
1426-hu-yu.xml	呼吁	2	22	4	00876672	v	10	00757492	v	00757492
1426-hu-yu.xml	呼吁	2	23	4	00757492	v	9	00757492	v	00757492
1426-hu-yu.xml	呼吁	2	24	7	00796302	v	9	00757492	v	00796302
1426-hu-yu.xml	呼吁	3	37	9	01119003	v	7	07201488	n	07201488
1435-hua.xml	花	1	8	7	02271905	v	13	02271905	v	02271905
1435-hua.xml	花	2	21	13	04691171	n	8	03372987	n	03372987
1435-hua.xml	花	3	34	9	00403480	adj	4	00395623	adj	00403480
1438-hua.xml	滑	1	8	11	01874268	v	8	01874268	v	01874268
1442-hua.xml	划	1	8	11	02238869	v	7	02473085	v	02238869
1442-hua.xml	划	3	34	7	06812118	n	10	06812118	n	06812118
1496-hui-fu.xml	恢复	1	7	4	00350758	v	13	00350758	v	00350758
1496-hui-fu.xml	恢复	2	19	11	00092442	v	4	00092442	v	00092442
1496-hui-fu.xml	恢复	3	31	9	02252785	v	5	02431646	v	02431646
1496-hui-fu.xml	恢复	3	32	7	02431646	v	9	07434392	n	07434392
1497-hui.xml	回	1	8	5	02008888	v	13	02008888	v	02008888
1497-hui.xml	回	3	36	13	00075427	adv	7	02008888	v	00075427
1497-hui.xml	回	4	49	5	13604927	n	13	02075880	adj	13604927
1497-hui.xml	回	5	62	4	00467445	n	10	00467445	n	00467445
1497-hui.xml	回	6	75	11	02744576	v	5	02744576	v	02744576
1518-hui.xml	毁	1	8	10	01622948	v	7	01566925	v	01566925
1520-hui.xml	会	1	7	8	00597330	v	10	00001740	adj	00597330
1520-hui.xml	会	10	115	11	02492581	v	7	02492581	v	02492581
1520-hui.xml	会	11	127	4	00589616	v	10	00589616	v	00589616
1520-hui.xml	会	2	19	9	15137796	n	7	00597330	v	00597330
1520-hui.xml	会	3	31	11	00512273	adj	8	00001740	adj	00512273
1520-hui.xml	会	7	79	13	08324519	n	4	08325427	n	08324519
1520-hui.xml	会	8	91	5	08066153	n	9	08325427	n	08066153
1520-hui.xml	会	9	103	11	02433771	v	5	02492581	v	02433771
1541-huo.xml	活	1	8	11	02624202	v	7	00095301	adj	02624202
1541-huo.xml	活	1	9	13	02620422	v	5	02620422	v	02620422
1541-huo.xml	活	2	22	7	00095301	adj	10	00095301	adj	00095301
1541-huo.xml	活	3	35	8	00576778	n	11	00576778	n	00576778
1541-huo.xml	活	4	48	9	00670686	adj	5	00781576	adj	00781576
1542-huo-dong.xml	活动	1	8	10	01112274	v	8	02372362	v	01112274
1542-huo-dong.xml	活动	2	21	10	00408356	n	8	00408356	n	00408356
1542-huo-dong.xml	活动	3	34	4	01567887	adj	10	01604155	v	01567887
1547-huo.xml	获	1	8	11	02242867	v	5	02215637	v	02215637
1547-huo.xml	获	1	9	5	00523831	v	11	02293158	v	02293158
1547-huo.xml	获	1	10	9	02215637	v	5	00523831	v	02215637
1582-ji.xml	集	1	8	8	00467564	v	13	01383303	v	00467564
1582-ji.xml	集	2	21	5	06407973	n	11	06634278	n	06634278
1582-ji.xml	集	3	34	5	06603723	n	11	06603723	n	06603723
1585-ji-zhong.xml	集中	1	8	8	00733774	v	9	00724156	v	00733774
1585-ji-zhong.xml	集中	1	10	9	00724156	v	7	02166352	v	00724156
1585-ji-zhong.xml	集中	1	11	11	00724156	v	4	02166352	v	02166352
1585-ji-zhong.xml	集中	2	24	4	02433771	v	13	02036779	v	02433771
1585-ji-zhong.xml	集中	2	25	4	02036779	v	13	02433771	v	02433771
1585-ji-zhong.xml	集中	2	26	4	00540785	adj	10	01383303	v	01383303
1585-ji-zhong.xml	集中	3	39	5	00406161	v	11	00406161	v	00406161
1587-ji.xml	及	1	8	9	02344113	adj	4	00505894	adj	00505894
1587-ji.xml	及	2	21	8	02691488	v	11	02691488	v	02691488
1592-ji.xml	即	1	8	13	02024442	v	5	02024442	v	02024442
1592-ji.xml	即	2	21	10	00190022	adv	7	02622439	v	00190022
1592-ji.xml	即	3	34	11	00049277	adv	5	00049277	adv	00049277
1593-ji.xml	挤	1	8	13	01530059	v	4	01530059	v	01530059
1593-ji.xml	挤	2	21	13	01596858	v	8	01450487	v	01450487
1593-ji.xml	挤	3	34	13	01530059	v	5	02655407	v	02655407
1593-ji.xml	挤	3	35	13	02068059	v	8	02655407	v	02655407
1598-ji.xml	寄	1	8	4	01033289	v	13	01033289	v	01033289
1607-ji.xml	计	1	8	10	00950103	v	4	02651091	v	02651091
1607-ji.xml	计	1	9	11	00950103	v	8	00950103	v	00950103
1607-ji.xml	计	2	22	13	05669513	n	8	05913942	n	05913942
1613-ji.xml	记	1	8	11	01002259	v	7	01114789	v	01114789
1613-ji.xml	记	2	21	7	06649049	n	10	06516453	n	06649049
1613-ji.xml	记	3	34	5	00609334	v	9	00609334	v	00609334
1621-jia.xml	加	1	9	5	00193830	v	11	00642490	v	00642490
1621-jia.xml	加	2	22	7	08837973	n	13	08837973	n	08837973
1633-jia-ru.xml	加入	1	8	5	02439823	v	11	02439823	v	02439823
1633-jia-ru.xml	加入	1	9	8	02439823	v	13	02439823	v	02439823
1633-jia-ru.xml	加入	2	22	5	00182551	v	13	00182551	v	00182551
1709-jian.xml	见	1	7	8	02133754	v	10	02133754	v	02133754
1709-jian.xml	见	1	8	10	02026953	v	5	02133754	v	02026953
1709-jian.xml	见	1	9	9	00523831	v	4	02768426	v	00523831
1709-jian.xml	见	2	21	5	02492581	v	9	02492581	v	02492581
1709-jian.xml	见	3	33	10	02026953	v	7	02116512	v	02116512
1709-jian.xml	见	4	45	13	02155378	v	5	00624823	v	02155378
1709-jian.xml	见	5	57	13	02133754	v	7	00592510	v	00592510
1709-jian.xml	见	7	81	7	00600349	v	10	00426920	v	00426920
1713-jian.xml	健	1	8	5	01517595	adj	11	01831389	adj	01517595
1717-jian.xml	建	1	8	11	01658171	v	7	01658171	v	01658171
1717-jian.xml	建	1	9	7	01658171	v	9	01658171	v	01658171
1717-jian.xml	建	2	22	4	01659048	v	13	01659048	v	01659048
1717-jian.xml	建	2	23	11	01659048	v	7	02431950	v	02431950
1719-jian-cheng.xml	建成	1	8	5	00456705	v	13	00485097	v	00485097
1719-jian-cheng.xml	建成	1	9	13	01689496	v	5	01658171	v	01658171
1719-jian-cheng.xml	建成	2	22	13	01742980	v	4	01650771	v	01650771
1719-jian-cheng.xml	建成	3	35	10	00253876	v	8	01742980	v	00253876
1719-jian-cheng.xml	建成	3	36	4	00557932	v	10	02431950	v	02431950
1733-jiang.xml	讲	1	8	4	00941308	v	10	02547977	v	02547977
1733-jiang.xml	讲	1	9	11	01036184	v	8	01015376	v	01036184
1733-jiang.xml	讲	2	22	13	00944022	v	4	00944022	v	00944022
1733-jiang.xml	讲	2	23	4	00965602	v	11	00965602	v	00965602
1733-jiang.xml	讲	3	36	4	00736077	v	9	00945595	v	00736077
1733-jiang.xml	讲	3	37	10	01011267	v	5	01011267	v	01011267
1733-jiang.xml	讲	4	50	11	00941308	v	5	00941308	v	00941308
1733-jiang.xml	讲	5	63	13	00763758	v	7	02264354	v	02264354
1747-jiao.xml	交	1	8	13	02321848	v	4	02235554	v	02235554
1747-jiao.xml	交	2	22	11	00012260	v	8	00547033	v	00012260
1747-jiao.xml	交	3	35	7	07437965	n	11	07373176	n	07373176
1782-jiao.xml	叫	1	8	10	01030757	v	8	01030757	v	01030757
1782-jiao.xml	叫	1	9	9	01030757	v	5	00754499	v	01030757
1782-jiao.xml	叫	4	48	10	00754499	v	5	00754499	v	00754499
1800-jie-jin.xml	接近	1	8	7	02709812	v	9	00007414	adv	02709812
